Idade,Genero,Estado,UF,Regiao,Nivel de Ensino,Area de Formacao,Cargo,Nivel,Faixa Salarial,Tempo de Experiencia,Forma de Trabalho
36.0,Masculino,Ceará,CE,Nordeste,Mestrado,Economia/ Administração / Contabilidade / Finanças,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
27.0,Masculino,Ceará,CE,Nordeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
35.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 2 a 3 anos,Modelo 100% remoto
20.0,Feminino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto
34.0,Feminino,Minas Gerais,MG,Sudeste,Pós-graduação,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
36.0,Feminino,Bahia,BA,Nordeste,Doutorado ou Phd,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Professor,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial
29.0,Masculino,Rio de Janeiro,RJ,Sudeste,Mestrado,Outras Engenharias,Analista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial
24.0,Masculino,Maranhão,MA,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% presencial
25.0,Feminino,Rio Grande do Sul,RS,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Cientista de Dados,Júnior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo 100% remoto
26.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Ciências Sociais,Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial
43.0,Masculino,Mato Grosso,MT,Centro-Oeste,Doutorado ou Phd,Outras Engenharias,Outras Engenharias,Pleno,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial
45.0,Masculino,Sergipe,SE,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% presencial
34.0,Masculino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto
28.0,Feminino,Santa Catarina,SC,Sul,Pós-graduação,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Product Manager,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo 100% remoto
30.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,,,Menos de R$ 1.000/mês,de 4 a 5 anos,Modelo 100% remoto
30.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Outras Engenharias,Cientista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial
25.0,Masculino,Distrito Federal,DF,Centro-Oeste,Graduação/Bacharelado,Ciências Sociais,Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% presencial
37.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial
31.0,Masculino,Rio de Janeiro,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto
26.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
51.0,Masculino,Paraná,PR,Sul,Mestrado,Ciências Sociais,Outro,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto
36.0,Masculino,Pernambuco,PE,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% presencial
30.0,Feminino,Rio de Janeiro,RJ,Sudeste,Mestrado,Outras Engenharias,Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
28.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Estatístico,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
25.0,Masculino,Rio de Janeiro,RJ,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto
51.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Cientista de Dados,Pleno,de R$ 20.001/mês a R$ 25.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28.0,Feminino,Rio Grande do Norte,RN,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
31.0,Feminino,Paraná,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% remoto
32.0,Feminino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto
31.0,Feminino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial
33.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
27.0,Masculino,Paraná,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo 100% remoto
39.0,Feminino,Minas Gerais,MG,Sudeste,Estudante de Graduação,Outras Engenharias,Analista Administrativo,Júnior,de R$ 2.001/mês a R$ 3000/mês,Não tenho experiência na área de dados,Modelo 100% presencial
33.0,Masculino,Bahia,BA,Nordeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Analista Administrativo,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 6 a 10 anos,Modelo 100% presencial
38.0,Feminino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial
39.0,Masculino,Rio Grande do Sul,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outras Engenharias,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial
35.0,Masculino,Santa Catarina,SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% presencial
36.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% remoto
25.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
28.0,Outro,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial
24.0,Masculino,Rio Grande do Sul,RS,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
24.0,Feminino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
42.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Técnico,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial
31.0,Feminino,Rio de Janeiro,RJ,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Analista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto
38.0,Masculino,Rio de Janeiro,RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial
36.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Desenvolvedor,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo 100% remoto
24.0,Feminino,Rio Grande do Norte,RN,Nordeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto
30.0,Masculino,Santa Catarina,SC,Sul,Graduação/Bacharelado,Outras Engenharias,Engenheiro de Machine Learning,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
30.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de BI,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10 anos,Modelo 100% presencial
25.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
25.0,Masculino,Minas Gerais,MG,Sudeste,Estudante de Graduação,Outras Engenharias,Analista de BI,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto
34.0,Masculino,Rio Grande do Sul,RS,Sul,Graduação/Bacharelado,Outras Engenharias,Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto
26.0,Feminino,Distrito Federal,DF,Centro-Oeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo 100% remoto
29.0,Masculino,Paraná,PR,Sul,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo 100% remoto
33.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% remoto
30.0,Masculino,Paraná,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
33.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
27.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
35.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Química / Física,Engenheiro de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto
29.0,Masculino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Negócios,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto
28.0,Feminino,São Paulo,SP,Sudeste,Pós-graduação,Outras Engenharias,Analista de BI,Pleno,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto
20.0,Masculino,Paraná,PR,Sul,Estudante de Graduação,Outras Engenharias,Analista de BI,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial
30.0,Feminino,Minas Gerais,MG,Sudeste,Pós-graduação,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Analista de Negócios,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto
43.0,Masculino,Goiás,GO,Centro-Oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial
24.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
21.0,Masculino,Rio Grande do Sul,RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Júnior,Menos de R$ 1.000/mês,Menos de 1 ano,Modelo 100% remoto
39.0,Masculino,Espírito Santo,ES,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças,Professor,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Modelo 100% presencial
27.0,Masculino,Rio Grande do Sul,RS,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Negócios,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial
22.0,Masculino,Minas Gerais,MG,Sudeste,Estudante de Graduação,Outras Engenharias,Engenheiro de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% presencial
40.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Outras Engenharias,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
51.0,Feminino,Minas Gerais,MG,Sudeste,Doutorado ou Phd,Química / Física,Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
24.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Outras Engenharias,Engenheiro de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30.0,Masculino,Minas Gerais,MG,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Sistemas,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
25.0,Masculino,Paraná,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Modelo 100% remoto
26.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Outras Engenharias,Analista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
20.0,Masculino,Rio Grande do Sul,RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto
31.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Outras Engenharias,Cientista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto
25.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% presencial
18.0,Feminino,Minas Gerais,MG,Sudeste,Não tenho graduação formal,,Desenvolvedor,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
30.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outras Engenharias,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% presencial
39.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Analista de Sistemas,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto
26.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
33.0,Masculino,Minas Gerais,MG,Sudeste,Doutorado ou Phd,Outras,Cientista de Dados,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
23.0,Masculino,Rio Grande do Sul,RS,Sul,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Analista de BI,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial
36.0,Masculino,Santa Catarina,SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial
24.0,Masculino,Pernambuco,PE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
37.0,Masculino,Bahia,BA,Nordeste,Pós-graduação,Outras Engenharias,Outras Engenharias,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial
46.0,Masculino,Mato Grosso do Sul,MS,Centro-Oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% remoto
31.0,Masculino,Fora do Brasil,Exterior,Exterior,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Pleno,de R$ 20.001/mês a R$ 25.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
